p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ALG9	0.318902448520143	-0.0908271455660895	0.294	0.39	1
REC8	0.318905354851656	0.148359881648022	0.43	0.415	1
SUN1	0.319094561044916	-0.0675197775727806	0.149	0.22	1
PTRHD1	0.31913801769202	-0.11840008091777	0.711	0.732	1
EPC2	0.319181099734282	0.0578469742403636	0.667	0.683	1
SHLD2	0.319312582517756	-0.153798835446975	0.557	0.683	1
ELAVL1	0.319362492715756	0.0948046427647089	0.794	0.756	1
KYAT3	0.319379799230452	0.103098796256649	0.298	0.268	1
SRSF5	0.319545751317513	-0.0599525369995866	0.969	1	1
C6orf62	0.319598523806978	0.0840406543430112	0.794	0.805	1
LEO1	0.319654805315758	-0.114824419443914	0.447	0.61	1
MSRB2	0.319684614029727	0.189906349886935	0.351	0.341	1
RTL6	0.319853495879439	-0.0394072284786701	0.11	0.171	1
TRIM34	0.319966461955738	-0.0760238136480404	0.329	0.439	1
DHX34	0.320017521198659	-0.0419205134849445	0.219	0.317	1
ARHGEF6	0.320220612008918	-0.168234852324747	0.82	0.976	1
EDRF1	0.320255558649544	0.168611929745493	0.539	0.561	1
BCAP29	0.320303789863942	0.0881990596130298	0.425	0.341	1
KDM4A	0.320364874293122	0.126466938958764	0.557	0.512	1
POLR3F	0.320400790755314	0.120347312747523	0.171	0.122	1
PARS2	0.320530182907985	-0.050910296278612	0.075	0.122	1
ANAPC7	0.320539531679685	-0.0888627866596099	0.579	0.732	1
E2F2	0.320622106421182	-0.0776020842431695	0.215	0.293	1
YIF1A	0.320804180851549	-0.138091630956268	0.447	0.61	1
ATE1	0.320926292178652	0.118982260520916	0.289	0.244	1
STX8	0.321128991135445	-0.0452455328160022	0.513	0.634	1
MYLPF	0.321182020251323	0.0399274369570362	0.066	0.024	1
NOA1	0.321221904870623	-0.0792436348562451	0.513	0.659	1
BAHD1	0.321393743917452	0.131978514205211	0.32	0.293	1
ATP5F1C	0.321413676089196	-0.155601312258712	0.36	0.463	1
TMEM87A	0.321479884957937	-0.146450395461601	0.535	0.634	1
SLC25A1	0.321500394463263	0.169852839308674	0.443	0.415	1
PDE3B	0.321520784414736	0.0548965899804081	0.101	0.049	1
LAMTOR4	0.321668594125154	-0.106853460549038	0.965	1	1
SLC23A2	0.321751977919145	0.15009118195597	0.754	0.829	1
PEX1	0.321850871001813	0.133544442727472	0.268	0.22	1
CTPS2	0.321869204126963	0.103603043746758	0.355	0.341	1
ADAL	0.321899998124948	0.124859204465871	0.145	0.098	1
H2AFZ	0.322050481123587	-0.0740561798322289	0.377	0.512	1
ATPAF1	0.322182134223207	0.129402599453834	0.355	0.317	1
C11orf74	0.32219596055106	0.0747109435051484	0.154	0.098	1
LSM8	0.322196890176611	-0.133909012660012	0.68	0.829	1
TMEM234	0.322303462417484	0.114662914109039	0.224	0.171	1
MTFR1L	0.322484981958439	0.125458037123271	0.491	0.463	1
XPO5	0.322713180974718	-0.112536836984881	0.434	0.61	1
FAM20B	0.322780565221687	0.124034927697942	0.364	0.317	1
TP53I11	0.322799165701043	0.13249262705784	0.627	0.659	1
HTATIP2	0.322984125871833	0.0996975259740647	0.149	0.098	1
SLC19A1	0.323074427617045	0.10712549864573	0.193	0.146	1
ELP3	0.323156982532111	0.115816293391393	0.544	0.585	1
MYADM	0.32356441495556	-0.290883590787111	0.899	0.902	1
VBP1	0.323615958366018	-0.112001678544952	0.526	0.634	1
PRKAR2B	0.32362542551423	-0.138023937197269	0.325	0.415	1
PDE7A	0.323937029268265	-0.286764681718104	0.61	0.659	1
DPM1	0.324298306374297	-0.150099292888462	0.557	0.683	1
BMT2	0.324555854600051	-0.100082138714399	0.18	0.244	1
IRF5	0.324604714827827	-0.139180826820492	0.605	0.756	1
NOP16	0.324615566693102	0.10339975202096	0.614	0.61	1
SCAPER	0.324650497804644	0.0908109655417533	0.193	0.146	1
SPECC1	0.324745598540584	-0.124396993420131	0.632	0.805	1
REEP6	0.324883108285393	-0.0807324425275649	0.039	0.073	1
GOLGA7	0.325292596789139	-0.131441711028646	0.636	0.78	1
CERS5	0.325357351128101	-0.133209483527265	0.355	0.439	1
C2CD2	0.325546225212109	-0.0654400104119435	0.11	0.171	1
HCFC1	0.325698104705128	-0.144569480625485	0.654	0.756	1
CFAP36	0.325725642437313	0.0820280139654073	0.206	0.146	1
CYB561D1	0.325767597582971	0.135063824267255	0.237	0.195	1
OCEL1	0.325769119764413	-0.0325657445560068	0.092	0.146	1
RHNO1	0.326071139747623	-0.0806455182638242	0.289	0.415	1
STK32C	0.326355657868775	0.111647813467247	0.25	0.195	1
PRTFDC1	0.326495164407117	0.10310966864884	0.123	0.073	1
PRMT3	0.326703980322795	0.0567621222447332	0.395	0.341	1
BICD1	0.326870375761904	0.173670254076905	0.456	0.415	1
OXLD1	0.327092859758065	0.109604480774892	0.496	0.439	1
NBEAL1	0.327368042963002	-0.115203569816024	0.158	0.22	1
ARID1A	0.327568073713638	-0.088710254172971	0.763	0.854	1
NPEPL1	0.327679370937988	0.132721014592517	0.671	0.732	1
CHAC2	0.327887912169368	-0.068724721844753	0.039	0.073	1
LRRC37B	0.328197213489821	0.0864927733305162	0.175	0.122	1
RINL	0.328197213489821	0.0996377455589247	0.175	0.122	1
CRYZL1	0.328383100775892	0.119532211939634	0.276	0.244	1
PARP1	0.328448191825462	-0.132293929465344	0.364	0.488	1
SMIM26	0.328448191825462	-0.158428550701865	0.373	0.439	1
GM2A	0.328492350254277	0.0558104411534001	0.623	0.561	1
ZC3H4	0.328645558341027	-0.133582744071706	0.715	0.805	1
TRMT12	0.329207524166955	0.0645060097151021	0.154	0.098	1
MT1X	0.32924296683939	0.0571993700772093	0.092	0.049	1
PLEKHM1	0.329317989283693	-0.0495176946149117	0.211	0.293	1
SRI	0.329320160293583	-0.158422419965202	0.711	0.78	1
RIOX1	0.329353999171199	0.184958611074436	0.399	0.415	1
MAP3K7	0.329404593516188	-0.0754236339768888	0.548	0.659	1
COP1	0.329408090679845	-0.149345404416935	0.539	0.683	1
FOCAD	0.3294769724119	-0.0693957772678678	0.171	0.244	1
OCRL	0.329575098022957	-0.0556056881501237	0.307	0.415	1
ZPR1	0.329967049038933	0.0696539684790434	0.561	0.537	1
CLTB	0.330134644907709	-0.148924246561387	0.724	0.878	1
UHMK1	0.330197405537079	-0.126249683081213	0.702	0.805	1
SH2D3C	0.330232011803431	0.128332510697081	0.956	0.902	1
BTN3A1	0.330314714139003	-0.036716021075374	0.232	0.341	1
FAM178B	0.330415337544963	0.0599119196740288	0.061	0.024	1
RIN2	0.330415337544963	0.075633002553557	0.061	0.024	1
THAP5	0.330455086525768	0.086216250902865	0.211	0.171	1
STIMATE	0.330757396161075	0.0404964141712107	0.522	0.463	1
CCNL1	0.330807462859283	0.0911342194705358	0.987	1	1
SCAMP1	0.330878501488412	0.109550567524515	0.333	0.268	1
CHFR	0.330965580180252	-0.138957910927305	0.592	0.683	1
CCDC9B	0.33105322962743	-0.047963493200046	0.057	0.098	1
GEMIN7	0.331225356773032	-0.0977034315883452	0.715	0.854	1
SAMD1	0.331390270356621	0.037635542052793	0.254	0.171	1
ZC3H15	0.331562712921331	0.0920735628538212	0.794	0.829	1
RARS	0.331592834765151	-0.0802044015676401	0.513	0.732	1
MS4A4A	0.331876281674762	-0.0455937230832025	0.132	0.195	1
BCORL1	0.331983291031392	-0.055445276386251	0.092	0.146	1
SLC38A6	0.332078227494255	0.108867475671606	0.171	0.122	1
PPP1CA	0.332218725096518	-0.0882502090838362	0.895	0.951	1
NR2C2AP	0.332750107582822	-0.0590170399057599	0.136	0.195	1
LONP2	0.332778726370461	0.142263113355774	0.825	0.829	1
DERL1	0.332793027093332	0.1212382017578	0.548	0.585	1
NUP93	0.332806472154858	-0.088955373444392	0.539	0.659	1
VKORC1	0.332809418631513	0.136868144139122	0.566	0.537	1
PRDM11	0.333068916910078	0.0281520394860207	0.096	0.049	1
IER3	0.333147073463586	0.102715550940372	0.061	0.024	1
C21orf58	0.333147073463586	0.0546277005131193	0.061	0.024	1
HERC2	0.333767620571224	0.0980911399634801	0.456	0.439	1
UHRF1BP1	0.333768606353345	-0.071164818308249	0.154	0.22	1
MLYCD	0.333787327224341	0.140191816961842	0.241	0.195	1
TMEM259	0.334009957098457	0.144665542615933	0.939	0.927	1
C10orf143	0.334071592741467	-0.0374428123474321	0.092	0.146	1
ZNF770	0.334289410294371	0.116602504158557	0.25	0.195	1
ZNF777	0.334432759858649	0.105080385411504	0.268	0.22	1
BCKDHB	0.334677222683623	-0.124143802876712	0.294	0.39	1
C19orf12	0.334766852483929	-0.107721155417031	0.461	0.585	1
ERCC6	0.33476786185491	-0.0754962314720381	0.25	0.341	1
ZNF251	0.334878134070494	0.115441495430388	0.175	0.122	1
WDR7	0.334878134070494	0.0582547128845456	0.175	0.122	1
TAF5L	0.334986031870603	-0.111492138473786	0.346	0.439	1
FRA10AC1	0.335085528734081	0.0900880380252422	0.206	0.146	1
TGFB1	0.335187139334229	0.112648158600837	0.456	0.415	1
SLC20A2	0.335258692252494	-0.0987863468947748	0.224	0.293	1
PDRG1	0.335345238437006	-0.0305127943177693	0.289	0.415	1
UBA1	0.335431029234883	0.0255551925628436	0.737	0.707	1
MED14	0.335779874582351	0.0620001374798713	0.588	0.634	1
ATXN3	0.335855101683206	-0.218937033703767	0.513	0.61	1
TMEM177	0.335893344278472	0.0564307270274548	0.061	0.024	1
KHDRBS2	0.335893344278472	0.0499187621855511	0.061	0.024	1
FITM1	0.335893344278472	0.0528650577608069	0.061	0.024	1
TCEAL9	0.335893344278472	0.0455584287121215	0.061	0.024	1
HMBS	0.336096624973617	-0.0843708603064296	0.32	0.415	1
GTF3C2	0.336234278539025	0.0521829283616538	0.566	0.512	1
SVBP	0.336314984039987	-0.0626108207371828	0.355	0.488	1
INTS11	0.33635988045582	0.0605462941605901	0.873	0.902	1
ARMC10	0.336459722695917	0.117776139833487	0.421	0.415	1
RDH14	0.33653193235494	0.0633425280320123	0.395	0.317	1
SSBP1	0.336547394332966	0.0392795150338104	0.425	0.366	1
GPANK1	0.336646845015442	0.143988478471184	0.373	0.341	1
PCGF5	0.33667326571102	0.0373338606617977	0.298	0.22	1
NFXL1	0.336725313511593	0.0849433565717158	0.412	0.341	1
INSR	0.336886392161505	-0.0799035413899113	0.447	0.585	1
NRL	0.337010145336001	-0.0498975507237151	0.039	0.073	1
MGAT3	0.337010145336001	-0.0720816028728914	0.039	0.073	1
ZNF830	0.337269405846091	0.121763249961238	0.526	0.463	1
SMG6	0.337402519406047	-0.067900041111785	0.316	0.439	1
TRAPPC9	0.337457990858796	0.153586172199217	0.877	0.878	1
SLC25A12	0.337542958667225	-0.0564501113822035	0.215	0.317	1
NSFL1C	0.337787292140406	-0.146367996275894	0.557	0.707	1
HIVEP2	0.337813535200407	-0.194669314474248	0.518	0.659	1
GTF2F2	0.33783829479623	0.123703064010942	0.487	0.512	1
FDX1	0.338096133866025	-0.120304189310952	0.228	0.293	1
ABCC2	0.338236396926138	0.0808945565731643	0.092	0.049	1
URAD	0.338263516038874	0.0798492668657736	0.123	0.073	1
NAP1L5	0.338273549765028	-0.046913025126556	0.092	0.146	1
NIPSNAP2	0.338368375693134	-0.0848869993296915	0.443	0.585	1
BRCC3	0.338464455353469	0.139187950252836	0.254	0.195	1
ZNF613	0.338737639184154	-0.062243581293533	0.075	0.122	1
RNF2	0.338739172985858	0.109294358042978	0.294	0.244	1
ZNF341	0.338814803936376	-0.157618424124886	0.14	0.195	1
ASPRV1	0.338827734560112	-0.0420044887283282	0.057	0.098	1
AAMDC	0.338833174917547	-0.0709729068371949	0.224	0.317	1
WDR4	0.338854085187512	0.101639397794895	0.307	0.244	1
AZIN1	0.338974583100307	0.0803227891503508	0.702	0.683	1
PPP4R3A	0.339035730886098	-0.151553018309789	0.667	0.78	1
PAICS	0.339083872918847	-0.0468801249511084	0.11	0.171	1
VPS13D	0.339085998849736	0.0664544164651255	0.553	0.537	1
TRMT10C	0.339167250028771	0.142703246522032	0.395	0.366	1
FAM13A	0.339671455163623	0.20608168798787	0.254	0.22	1
PIAS2	0.339679455019397	-0.13496883872649	0.531	0.683	1
FBXO8	0.339818687844729	-0.0836870142203096	0.215	0.293	1
EFNA3	0.340086807400173	-0.054066993724654	0.039	0.073	1
FBXO45	0.34022017603569	-0.0622980355915615	0.189	0.268	1
GPR141	0.340450596042634	0.103762160066924	0.408	0.366	1
TACO1	0.340529014302666	-0.0750015175970425	0.219	0.293	1
ADI1	0.340581630041308	-0.170651500520189	0.702	0.732	1
CHCHD5	0.34065616546583	-0.104261562189929	0.518	0.634	1
GLUL	0.341202828808774	0.30750986121568	0.961	1	1
ANP32E	0.341319007650245	-0.0551686159480099	0.333	0.439	1
TMEM123	0.341356245936565	0.0766203418271552	0.478	0.439	1
PTBP2	0.341415939861074	-0.0912139248673647	0.272	0.341	1
RGL1	0.341445065897354	-0.0372074549642599	0.057	0.098	1
NDUFV2	0.341521131981433	0.0997917448318022	0.908	0.854	1
TMEM242	0.34161424709876	0.114466583167591	0.338	0.293	1
DNAAF2	0.341646054812743	-0.105709629530556	0.158	0.22	1
AREL1	0.342028262986567	0.11457769608212	0.368	0.317	1
ZNF410	0.342508837454581	-0.0786840998330663	0.614	0.707	1
GNA12	0.342509292708217	-0.0410590334148414	0.092	0.146	1
TESPA1	0.342592712216025	-0.0430002838562362	0.189	0.268	1
FAM222B	0.342603796078058	-0.0406377327059686	0.167	0.244	1
ZNF358	0.342895693618008	-0.0289457963020135	0.268	0.39	1
WDR11	0.342924435165415	-0.142139736183729	0.513	0.634	1
BICC1	0.342938410252405	0.0600143851428733	0.342	0.268	1
IFT88	0.34297318526752	-0.102912197051828	0.096	0.146	1
RFT1	0.343169280490096	0.098933801500302	0.382	0.317	1
SAP30	0.343276244052966	-0.0388573870045616	0.224	0.317	1
CNTRL	0.343343677796735	0.0931528240703252	0.925	0.951	1
XPC	0.343392216432964	-0.0840513898703766	0.434	0.561	1
SRSF1	0.343708047077941	0.0755179268242194	0.711	0.659	1
DNAJC5	0.343912131901077	-0.146919301500861	0.846	0.951	1
ZNF792	0.344219304858149	0.0454045321202416	0.061	0.024	1
DIS3L2	0.344370572434165	-0.114537677460377	0.667	0.805	1
RAP2B	0.344799432543974	-0.21354888150409	0.846	0.854	1
PEX3	0.345034156311356	-0.133582976372187	0.202	0.293	1
HGS	0.34512233821987	-0.159135884986074	0.794	0.902	1
L3MBTL1	0.345134175204753	0.117055035415019	0.232	0.171	1
MTHFD2	0.345149666767888	-0.149753502177111	0.636	0.683	1
TP53BP1	0.345188812776864	0.118520064037575	0.259	0.22	1
GANC	0.345480297274436	-0.131079703349892	0.759	0.829	1
SETD4	0.345577482405091	-0.0515638501790839	0.285	0.415	1
SHPRH	0.345700092755565	0.129126794059304	0.526	0.512	1
CEP41	0.345733304568811	-0.0358495596251981	0.075	0.122	1
DXO	0.345879377251946	-0.053037480043317	0.206	0.293	1
MAF1	0.345940527927581	-0.0540478296150437	0.89	0.927	1
SETD7	0.34608417406116	-0.0868529844412979	0.496	0.634	1
APRT	0.346097722590317	0.0891097403302283	0.934	0.854	1
SNRNP48	0.346244811605927	-0.0515342493825633	0.342	0.512	1
LIMS2	0.346258524517916	0.063872235134937	0.123	0.073	1
GMCL1	0.346281866436041	0.0981698747531832	0.263	0.22	1
WNT2B	0.346293952436372	-0.0426721128623038	0.039	0.073	1
RNF208	0.346293952436372	-0.0431508714468244	0.039	0.073	1
NAA35	0.346379322711615	0.0700922199505013	0.382	0.317	1
MRS2	0.346437757684512	-0.0261425863748604	0.39	0.561	1
GUF1	0.346612616170379	0.155697735556041	0.408	0.415	1
GOLGA1	0.346657245440012	0.0953089270698115	0.557	0.537	1
ITGB1BP2	0.346718436371465	-0.0311753190868558	0.057	0.098	1
RGS16	0.346890814147302	0.249380219476646	0.373	0.341	1
SORD	0.346929668491179	-0.0261708065557369	0.145	0.22	1
C11orf49	0.347118370311192	-0.102606662943728	0.276	0.366	1
FEM1C	0.347150742628339	-0.164806233778486	0.469	0.585	1
SNCA	0.347203551442539	0.100463330822857	0.675	0.659	1
ANKRD54	0.347239712631232	0.0935006791677532	0.193	0.146	1
GSTK1	0.347257888895256	-0.0774923604810105	0.934	0.927	1
TMEM238	0.347386054684933	0.0530397266441185	0.092	0.049	1
PXMP4	0.347404377044601	0.0912004508988262	0.118	0.073	1
KAT5	0.347543912565042	-0.0647607207044365	0.425	0.561	1
EMD	0.34759319427472	0.094916133663665	0.618	0.61	1
MPHOSPH6	0.347611448697736	0.14478376421364	0.184	0.146	1
KIF3A	0.347806028364354	-0.0948849533914655	0.061	0.098	1
ARSD	0.347832130152716	0.0777764790769238	0.206	0.146	1
JMJD1C	0.347872966901913	0.141904209105	0.956	0.976	1
RUNX3	0.348065860512061	-0.234243413825582	0.496	0.561	1
LARS2	0.348321136793984	0.106676660886759	0.311	0.268	1
CLN3	0.348324506811652	-0.183197284065033	0.588	0.756	1
KLF10	0.348362811098796	0.239293080108679	0.658	0.585	1
MRFAP1	0.348488040079886	-0.125011556652694	0.276	0.341	1
SLC41A3	0.348972700294464	0.0908052014650972	0.346	0.293	1
PIM2	0.348986905641001	0.221348352435785	0.627	0.61	1
GSPT1	0.349260684046065	0.0666213856220488	0.395	0.341	1
SLC25A16	0.349302015555705	0.0737210110980974	0.342	0.293	1
METTL27	0.349374460732382	-0.0371145519801151	0.057	0.098	1
EPM2A	0.34941512073144	0.0885142799106608	0.18	0.122	1
NACC2	0.349477183500107	-0.0661946155358904	0.307	0.415	1
SP110	0.349562873676271	0.150330387368862	0.969	0.951	1
FAAP20	0.349746265138213	0.126230353807265	0.693	0.683	1
MCM9	0.349841224750009	0.154244952855424	0.289	0.244	1
ZNF304	0.349892454361887	0.101256163607521	0.167	0.122	1
TGFBRAP1	0.35004210754837	0.171001118973207	0.434	0.439	1
C11orf58	0.350127468646757	0.0573344810558514	0.965	1	1
HACD3	0.350228142572769	0.0964487293339698	0.175	0.122	1
THUMPD3	0.350233825012928	-0.113960151485756	0.333	0.415	1
ZNF513	0.350233928157902	-0.120983648608695	0.333	0.415	1
DCP1A	0.350306942464171	-0.0775425269356625	0.482	0.61	1
XRCC1	0.350440317312373	0.128475667047731	0.382	0.366	1
IQCB1	0.35044383276225	-0.0889857335833365	0.509	0.61	1
MPST	0.351061207880283	-0.095641930210255	0.443	0.537	1
NMI	0.351184110518927	-0.192045289958425	0.408	0.512	1
TWF2	0.351232315562761	0.123115182883953	0.943	1	1
PMM1	0.351258954020847	-0.175769565718682	0.289	0.341	1
RCOR1	0.351300468157181	-0.150715207134834	0.575	0.707	1
MAPK1IP1L	0.351451357116764	0.122068203128493	0.776	0.902	1
POLR2G	0.351459589199971	-0.19180741060661	0.667	0.829	1
POLR2C	0.351478446137494	0.0920611002132704	0.447	0.415	1
BCL3	0.351636145850733	0.193949493264887	0.526	0.512	1
SLC25A26	0.351675862928432	0.151952435476498	0.456	0.463	1
LZTR1	0.351700522760661	0.100437759299073	0.452	0.366	1
PNPLA8	0.351700612937883	-0.172420727258544	0.417	0.561	1
TXN2	0.351799173301575	-0.101675477278301	0.596	0.707	1
SNTB2	0.352043366779528	-0.0344396915351141	0.057	0.098	1
RALGPS1	0.352086423504209	-0.0346988710084062	0.346	0.488	1
BRD3	0.352291967802234	-0.0553361294715926	0.702	0.659	1
KANSL2	0.3523112298519	0.0830946064596245	0.531	0.512	1
B4GALT2	0.352333107591788	0.0731012014984306	0.123	0.073	1
PINLYP	0.352333107591788	0.0643422767219327	0.123	0.073	1
MED13	0.352540981291307	0.0448326965530718	0.561	0.488	1
RRS1	0.35258840664768	-0.182814388694976	0.474	0.561	1
SAE1	0.352609241431566	-0.0982907439240812	0.443	0.561	1
AKT3	0.352641829209147	-0.0467561750083997	0.215	0.317	1
HNRNPR	0.35305267897671	0.120672701983373	0.596	0.585	1
WDTC1	0.353091170816683	0.0830514871386634	0.759	0.78	1
PIGN	0.353392885478475	-0.144123811641484	0.351	0.463	1
CD81	0.353530852970599	0.0690354552672774	0.439	0.366	1
TMEM143	0.353580615581717	0.0620007371001672	0.118	0.073	1
EAPP	0.353658936447186	-0.16384816668304	0.553	0.634	1
PSMB9	0.353857762865908	0.121739897882918	0.851	0.854	1
GATB	0.354174873160888	-0.0594902603983777	0.219	0.293	1
MASTL	0.354174873160888	0.101870664506221	0.237	0.195	1
USP25	0.354265626136289	-0.126465037577336	0.689	0.756	1
NUP58	0.354429604592621	-0.155174665161567	0.447	0.488	1
CYB5D1	0.35472514530203	-0.0397374679718817	0.057	0.098	1
PINX1	0.35473641768344	0.107789705677468	0.254	0.195	1
ZNF322	0.355040435933478	-0.0599859529101176	0.228	0.317	1
FOXRED1	0.355074386870871	-0.15900875375024	0.254	0.341	1
ANAPC15	0.355177314014885	0.0638732493358011	0.636	0.585	1
SNX12	0.355378540104911	-0.138832369128611	0.443	0.537	1
MTERF2	0.355397356191602	0.133796578436714	0.61	0.512	1
SHLD3	0.355523626054269	0.0425233441940244	0.061	0.024	1
WDR36	0.355663036999016	-0.0913727669957543	0.386	0.463	1
ARL2	0.355669664219289	0.1290637293793	0.461	0.415	1
CXorf40A	0.355737966373017	-0.0695535055152647	0.684	0.756	1
MPP1	0.35574405446566	-0.112396904658235	0.504	0.61	1
DDIT3	0.356247082963088	-0.088266647223827	0.154	0.22	1
ATL3	0.356305569187062	0.0873142718266744	0.408	0.341	1
RNF20	0.356492579896144	0.0690934771402154	0.513	0.463	1
ATP6V0E1	0.356812600188239	-0.104019098534846	0.855	0.878	1
CLNS1A	0.356940747559847	0.0749145001013358	0.702	0.78	1
TFAM	0.356970799292341	0.111212704403736	0.386	0.366	1
PCBD1	0.357018847342468	0.0802653200667206	0.346	0.293	1
ALYREF	0.357298816631806	0.114179166321398	0.614	0.659	1
PIK3R1	0.357474932418093	0.12276228963715	0.588	0.561	1
ALS2	0.357524689545504	0.0956848246135593	0.189	0.146	1
RABEP1	0.357547277756627	-0.0673979457281828	0.662	0.78	1
HAT1	0.357621861078025	-0.172940547576944	0.364	0.488	1
CPTP	0.357747173898125	-0.0673826780070113	0.232	0.317	1
PPP2CA	0.35787047301136	0.184803107058684	0.482	0.488	1
XRN1	0.357917715832169	0.0622528823054396	0.816	0.878	1
NAMPT	0.358171748688239	-0.153812366500853	0.482	0.61	1
LRRC40	0.35823971653173	0.0393798488520096	0.531	0.488	1
SLC25A10	0.358243556157159	-0.108924631354452	0.061	0.098	1
ARHGAP32	0.358311120199022	0.0820845527429797	0.268	0.22	1
TBC1D20	0.358338770202472	0.126738545784521	0.443	0.439	1
CEP68	0.35871116290909	0.108581682595848	0.461	0.366	1
CKAP5	0.358823995306154	-0.120287928676474	0.553	0.707	1
SNTA1	0.359042360618604	0.0713698146236845	0.092	0.049	1
LYRM1	0.359274261081734	-0.068679713293	0.25	0.341	1
EPHB6	0.359447694013013	-0.0602900703423537	0.114	0.171	1
PARP8	0.359487372916453	0.096583810389688	0.575	0.561	1
PLTP	0.359826316350165	0.108676363596113	0.118	0.073	1
TBC1D32	0.359984788602383	0.0957626656814937	0.325	0.293	1
TREML4	0.35999862839611	0.0767215508744535	0.088	0.049	1
MED26	0.360236636618517	-0.0841868409799174	0.303	0.39	1
RAB4A	0.360346459065962	0.0986001988342609	0.785	0.805	1
BCKDHA	0.360474882659719	0.10002506412904	0.732	0.683	1
PUS3	0.360536787983267	0.0689974640053881	0.123	0.073	1
ABHD3	0.360715577789828	0.043473161067021	0.228	0.171	1
ALKBH1	0.360920511910174	0.112718914726298	0.189	0.146	1
ZNF445	0.361278292719269	0.0529134309282763	0.294	0.22	1
RNF146	0.361296597651781	0.0848563457520025	0.373	0.341	1
KCNAB3	0.361402791058413	0.0596987040799498	0.092	0.049	1
